NUTTAB index,data_source,name,variety,extra_desc,notes,data_notes,density,food_type,brand,category,energy,water,protein,fat,fibre,sugar,starch,carbohydrate,sugar_alcohol,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,caffeine,quantity,quantity_unit,energy_unit,salt
"F000441","Analysed","bean","lima","dried","Flat kidney shaped bean which can be white or green, large or small. Dried and uncooked. Popularly called butter bean. Produced in USA, South America and Madagascar, imported into Australia.","The majority of nutrient data were derived from a composite of 6 samples of dried lima beans (2 each x McKenzies, Omega Foods and unbranded) purchased in SA in 1989. Folate and fatty acids were borrowed from USDA SR28,16071, Lima beans, large, mature seeds, raw. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",1299.0,9.7,21.4,1.7,17.7,3.7,34.0,40.6,0.0,0.39,0.16,0.79,0.0,0.0,100.0,"g","kj",
"F000442","Analysed","bean","lima","dried, boiled, drained","Flat kidney shaped bean can be white or green, large or small that have been dried, then soaked in water before boiling in unsalted water and draining. Slightly sweet flavour when cooked. Popularly called butter bean. Produced in USA, South America and Madagascar, imported into Australia.","The majority of nutrient data were derived from a composite of 6 samples of dried lima beans (2 each x McKenzies, Omega Foods and unbranded) purchased in SA in 1989. Folate and fatty acids were borrowed from USDA SR28,16072 - Lima beans, large, mature seeds, cooked, boiled, without salt. Cholesterol, alcohol, caffeine, iodine, vitamins (folic acid, B12, D) and retinol were imputed zero.",,"nuttab",,"uncategorised",355.0,73.7,6.4,0.3,5.3,0.6,9.6,10.2,0.0,0.07,0.03,0.14,0.0,0.0,100.0,"g","kj",
"F000446","Analysed","bean","mung","whole, dried, uncooked","Small, squarish, dark green beans. Whole, uncooked.","The majority of nutrient data were derived from representative samples of Australian mungbeans in 2012 (Grains & Legumes Nutrition Council, 2014). Vitamins (B12, C, beta-carotene, folate) and individual fatty acids were borrowed from USDA SR28, 16080 - Mung beans, mature seeds, raw. Fatty acids were adjusted based on total values determined by the Grains & Legumes Nutrition Council in 2014. Iodine and K were borrowed from NZ 2016, record X12 - Bean, seed vegetable, seed, dry, Mung. Alcohol, cholesterol, caffeine, trans fat and vitamins (D, retinol, folic acid) were imputed zero.",,"nuttab",,"uncategorised",1320.0,10.3,24.5,2.0,13.7,2.1,39.8,41.9,0.0,0.64,0.08,0.88,0.0,0.0,100.0,"g","kj",
"F000449","Analysed","bean","red kidney","dried","Kidney shaped bean either elongated or plump in shape ranging in colour from dusky pink to deep red. Dried and uncooked.","The majority of nutrient data were derived from a composite of 6 samples (2 each x Sanitarium Health Foods, Omega and McKenzies) of red kidney beans in SA in 1989. Folate and fatty acids were borrowed from the USDA SR28,16032 - Beans, kidney, red, mature seeds, raw. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",1251.0,9.3,22.5,1.8,21.5,3.4,32.2,35.6,0.0,0.27,0.14,1.03,0.0,0.0,100.0,"g","kj",
"F000451","Analysed","bean","red kidney","dried, boiled, drained","Kidney shaped bean either elongated or plump in shape ranging in colour from dusky pink to deep red that have been dried, then soaked in water overnight before boiling in unsalted water and draining.","The majority of nutrient data were derived from a composite of 6 samples of red kidney beans (2 each x Sanitarium Health Foods, Omega and McKenzies) in SA in 1989. Folate and fatty acids were borrowed from the USDA SR28,16033 - Beans, kidney, red, mature seeds, cooked, boiled, without salt. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",382.0,71.1,7.9,0.5,7.2,0.6,8.5,9.1,0.0,0.07,0.04,0.28,0.0,0.0,100.0,"g","kj",
"F000453","Analysed","bean","red kidney","fresh, raw","Fresh seed, generally red in colour, removed from its pod. Uncooked.","The majority of nutrient data were derived from a composite of 5 samples of red kidney beans purchased in Sydney during 1983-84 (Wills et al.). Vitamins (B6, folate, alpha-tocopherol), P and Se were imputed from canned red kidney beans. Alcohol, cholesterol, caffeine, fatty acids, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",561.0,61.6,12.8,0.4,9.1,1.2,13.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F000452","Recipe","bean","red kidney","fresh, boiled, drained","Fresh seeds, generally red in colour, removed from their pod, boiled in unsalted water without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",604.0,58.7,13.8,0.4,9.8,1.3,14.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F000448","Analysed","bean","red kidney","canned, drained","Kidney shaped bean either elongated or plump in shape ranging in colour from dusky pink to deep red, canned in sweetened brine, then drained.","The majority of nutrient data were derived from a composite of 6 samples of canned red kidney beans (3 each x Edgell and Master Foods) in SA in 1989. Se and Zn were also derived from 9 samples of canned red kidney beans purchased nationally in 1998. Folate was derived from samples of canned red kidney beans purchased in Melbourne in 1998. Fatty acids were borrowed from USDA SR28,16045 - Beans, kidney, red, mature seeds, canned, drained solids. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",441.0,69.8,6.6,0.6,6.5,2.4,10.8,14.0,0.0,0.22,0.02,0.23,0.0,0.0,100.0,"g","kj",
"F002881","Analysed","chickpea","dried",,"A small, round ball with an uneven surface, approximately 6-7 mm in size. Light to dark brown in colour with a thick seed coat.","The majority of nutrient data derived from Australian grown desi chickpeas in 2012 (Grains and Legumes Nutrition Council, 2014). Individual sugars, organic acids, vitamins (carotenes, biotin, cryptoxanthin, folate, gamma-tocopherol, pantothenate) and minerals (Cl, Cu, F, K, Mn, S) were derived from a composite of 5 samples of canned, drained chickpeas (1 each x Fiamma Vesuviana, Massal/ Ombarda, La Italiana, Casa Fiesta and Rosanna) purchased in South Australia in 1989 and adjusted for moisture. Tryptophan and individual polyunsaturated fatty acids were borrowed from USDA SR28, 16056 - Chickpeas, mature seeds, raw. Fatty acids and individual sugars were adjusted based on total values determined by the Grains and Legumes Nutrition Council in 2014. B12, vitamin C and iodine were borrowed from NZ 2016, record X75 - Chickpea, seed vegetable, dried. Alcohol, vitamins (D, folic acid, retinol),c cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",1373.0,8.3,19.7,5.5,20.8,2.2,36.3,38.5,0.0,0.56,1.04,2.55,0.0,0.0,100.0,"g","kj",
"F002882","Recipe","chickpea","desi","dried, boiled, drained","A small, round ball with an uneven surface, approximately 6-7 mm in size. Light to dark brown in colour with a thick seed coat, boiled with no added salt or fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",499.0,66.7,7.2,2.0,7.6,0.8,13.2,14.0,0.0,0.2,0.38,0.93,0.0,0.0,100.0,"g","kj",
"F002880","Analysed","chickpea","canned","drained","Small round cream coloured legume which has been boiled and canned in brine, then drained.","The majority of nutrient data were derived from a composite of 5 samples of canned, drained chickpeas (1 each x Fiamma Vesuviana, Massal/ Ombarda, La Italiana, Casa Fiesta and Rosanna) purchased in SA in 1989. Proximates (fibre, resistant starch) were derived from a composite sample of 3 brands of canned chickpeas (Edgell, Annalisa and BioNature) purchased in Sydney in 2012. Proximates (moisture, raffinose, stachyose) and folate were derived from 8 samples of canned chickpeas (4 each x Master Foods and Edgell) purchased in Melbourne in 1998. Tryptophan was borrowed from USDA SR28, 16358, Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids. Alcohol, cholesterol, caffeine, vitamins (B12, C, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",474.0,66.8,6.3,2.1,5.7,0.6,12.5,13.3,0.0,0.21,0.49,0.97,0.0,0.0,100.0,"g","kj",
"F005178","Analysed","lentil","French","hulled, dry","Small, lens-shaped, edible pulse with a black/grey colour.","The majority of nutrient data were based on representative samples of Australian grown French lentils in 2012 (Grains & Legumes Nutrition Council, 2014). Moisture and folate were derived from additional analysis by GLNC in 2016. Amino acids were derived from a composite of 6 samples of dried lentils (2 each x McKenzies (green), unbranded (1x brown and red) and Omega Foods (1x brown and red)) purchased in SA in 1989. Vitamins (B12, C, beta-carotene) and individual fatty acids were borrowed from USDA SR28, 16069 - Lentils, raw. Fatty acids were adjusted based on total values determined by GLNC in 2014. Iodine and K were borrowed from NZ 2016, X52 - Lentil, raw. Alcohol, trans fat, cholesterol, caffeine and vitamins (D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",1353.0,10.8,28.3,2.0,15.0,1.0,37.8,38.8,0.0,0.24,0.4,0.96,0.0,0.0,100.0,"g","kj",
"F005181","Analysed","lentil","green","hulled, dry","Small, lens-shaped, edible pulse with a dusty green/brown colour.","The majority of nutrient data were based on representative samples of Australian whole green lentils in 2012 (Grains & Legumes Nutrition Council, 2014). Moisture and folate were derived from additional analysis by GLNC in 2016. Amino acids were derived from a composite of 6 samples of dried lentils (2 each x McKenzies (green), unbranded (1x brown and red) and Omega Foods (1x brown and red)) purchased in SA in 1989. Vitamins (B12, C, beta-carotene) and individual fatty acids were borrowed from USDA SR28, 16069 - Lentils, raw. Fatty acids were adjusted based on total values determined by GLNC in 2014. Iodine and K were borrowed from NZ 2016, X52 - Lentil, raw. Alcohol, cholesterol, caffeine, trans fat and vitamins (D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",1330.0,11.8,25.3,1.7,14.6,1.5,39.4,40.9,0.0,0.24,0.32,0.8,0.0,0.0,100.0,"g","kj",
"F005184","Analysed","lentil","red","hulled, dry","Small, lens-shaped, edible pulse with a red/orange colour.","The majority of nutrient data were derived from representative samples of Australian whole red lentils in 2012 (Grains & Legumes Nutrition Council, 2014). Moisture and folate were derived from additional analysis by GLNC in 2016. Amino acids were derived from a composite of 6 samples of dried lentils (2 each x McKenzies (green), unbranded (1x brown and red) and Omega Foods (1x brown and red)) purchased in SA in 1989. Vitamins (B12, C, beta-carotene) and individual fatty acids were from borrowed from USDA SR28, 16144 - Lentils, pink or red, raw. Fatty acids were adjusted based on total fatty acids determined by GLNC in 2014. Iodine and K were borrowed from NZ 2016, record X52 - Lentil, raw. Alcohol, cholesterol, caffeine, trans fat and vitamins (D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",1364.0,8.9,23.0,1.9,13.7,2.7,43.0,45.7,0.0,0.24,0.32,0.89,0.0,0.0,100.0,"g","kj",
"F005182","Recipe","lentil","hulled","dry","Small, lens-shaped, edible pulse with a red/orange, dusty green/brown or black/grey colour.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",1349.0,10.5,25.5,1.9,14.4,1.7,40.1,41.8,0.0,0.24,0.35,0.88,0.0,0.0,100.0,"g","kj",
"F005177","Recipe","lentil","dried","boiled, drained","Small, lens-shaped, edible pulse with a red/orange, dusty green/brown or black/grey colour, cooked by boiling in unsalted water then draining.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",385.0,74.4,7.3,0.5,4.1,0.5,11.4,11.9,0.0,0.07,0.1,0.25,0.0,0.0,100.0,"g","kj",
"F005249","Analysed","lupin","dehulled","splits, uncooked","Small oval shaped, creamy yellow or white coloured raw beans with or without brown mottling, from the pod of lupin plant species. Includes Australian sweet lupin (Lupinus angustifolius) species. Lupin splits are inner kernels which have been halved and separated from the coat/hull.","The majority of nutrient data were derived from representative samples of Australian Sweet Lupin splits in WA in 2014 (Grains and Legumes Nutrition Council, 2015). Individual fatty acids were borrowed from a 2008 Department of Agriculture and Food, Government of Western Australia report Australian Sweet Lupin, a very healthy asset. Vitamin C was borrowed from Kohajkova et al., 2011. Beta-carotene, lutein and zeaxanthin were derived from a 2008 presentation by the Department of Agriculture and Food Government of Western Australia, Lupins for Food and Health. Folate, Se and tryptophan were borrowed from USDA SR28 16076 - Lupins, mature seeds, raw. Alcohol, caffeine, cholesterol and vitamins (B12, D, folic acid) were imputed zero.",,"nuttab",,"uncategorised",1380.0,7.2,41.0,7.9,27.8,2.8,7.2,10.0,0.0,1.08,2.26,2.68,0.0,0.0,100.0,"g","kj",
"F005248","Analysed","lupin","dehulled","flakes, uncooked","Small oval shaped, creamy yellow or white coloured raw beans with or without brown mottling, from the pod of lupin plant species. Includes Australian sweet lupin (Lupinus angustifolius) species. Lupin flakes are formed by heating and rolling the dehulled lupin split.","The majority of nutrient data were derived from representative samples of Australian Sweet Lupin flakes in WA in 2014 (Grains and Legumes Nutrition Council, 2015). Individual fatty acids were borrowed from a 2008 Department of Agriculture and Food, Government of Western Australia report Australian Sweet Lupin, a very healthy asset. Vitamin C was borrowed from Kohajkova et al., 2011. Beta-carotene, lutein and zeaxanthin were based on a 2008 presentation by the Department of Agriculture and Food Government of Western Australia, Lupins for Food and Health. Folate and tryptophan were borrowed from USDA SR28 16076 - Lupins, mature seeds, raw. Iodine was estimated from the average of similar legumes. Alcohol, caffeine, cholesterol and vitamins (B12, D, folic acid) were imputed zero.",,"nuttab",,"uncategorised",1354.0,9.7,40.4,7.7,27.0,3.6,6.4,10.0,0.0,1.06,2.21,2.61,0.0,0.0,100.0,"g","kj",
"F005250","Analysed","lupin","whole","uncooked","Small oval shaped, creamy yellow or white coloured raw beans with or without brown mottling, from the pod of lupin plant species. Includes Australian sweet lupin (Lupinus angustifolius) species. Whole lupin grain includes the thick seed coat/hull and inner kernel.","The majority of nutrient data were derived from representative samples of whole Australian Sweet Lupin in WA in 2014 (Grains and Legumes Nutrition Council, 2015). Individual fatty acids were borrowed from a 2008 Department of Agriculture and Food, Government of Western Australia report Australian Sweet Lupin, a very healthy asset. Vitamin C was borrowed from Kohajkova et al., 2011. Beta-carotene, lutein and zeaxanthin were based on a 2008 presentation by the Department of Agriculture and Food Government of Western Australia, Lupins for Food and Health. Folate and tryptophan were borrowed from USDA SR2816076 - Lupins, mature seeds, raw. Alcohol, caffeine, cholesterol and vitamins (B12, D, folic acid) were imputed zero.",,"nuttab",,"uncategorised",1228.0,8.0,31.3,6.5,41.5,2.3,5.1,7.4,0.0,0.89,1.86,2.2,0.0,0.0,100.0,"g","kj",
"F006543","Analysed","pea","split","dried","Yellow or green field pea with husks removed. Dry and uncooked.","The majority of nutrient data were derived from a composite of 6 samples of green and yellow dried split peas (2 each of Sanitarium, McKenzies and Omega Foods) purchased in SA in 1989. Folate was borrowed from the USDA SR28,16085 - Peas, green, split, mature seeds, raw. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",1427.0,10.7,23.0,2.0,10.1,2.5,42.6,50.5,0.0,0.23,0.39,0.96,0.0,0.0,100.0,"g","kj",
